p0_hat,alpha_hat,p0_err,alpha_err,p0_ci_low,p0_ci_high,alpha_ci_low,alpha_ci_high
0.5012062964600383,0.051792161925449824,0.0011603263156386519,0.0010216636054941476,0.4984104829562848,0.5039736916059321,0.04910607264086698,0.054446879944472094
